id,duration,src_bytes,class,count
358,0,327,0,4
359,0,0,1,241
360,0,319,0,2
361,0,1087,0,1
362,0,210,0,18
363,0,0,1,125
364,0,0,0,1
365,0,234,0,6
366,0,8,1,1
367,0,54540,1,1
368,0,237,0,3
369,0,0,1,42
370,0,0,1,274
371,0,200,0,3
372,0,219,0,7
373,0,284,0,1
374,0,0,1,196
375,0,325,0,5
376,0,0,1,111
377,0,30,0,1
378,0,335,0,1
379,0,36,0,2
380,0,0,1,168
381,0,43,0,122
382,0,0,1,108
383,0,0,0,1
384,0,0,1,36
385,0,0,1,143
386,0,216,0,1
387,0,0,1,132
388,0,44,0,139
389,0,347,0,7
390,1,570,0,1
391,0,219,0,8
392,0,146,0,3
393,0,0,1,222
394,0,0,1,260
395,0,0,1,237
396,0,0,1,132
397,31401,1,1,2
398,0,0,1,57
399,0,18,1,1
400,0,0,0,1
401,0,233,0,13
402,0,0,1,257
403,0,276,0,1
404,0,44,0,77
405,0,8,1,1
406,7805,1828,0,1
407,0,200,0,2
408,0,46,0,11
409,0,0,1,257
410,0,0,1,13
411,0,216,0,9
412,0,0,1,137
413,0,234,0,28
414,0,220,0,12
415,0,0,1,132
416,0,105,0,7
417,0,0,0,1
418,0,0,1,290
419,0,0,1,203
420,0,0,1,290
421,0,288,0,14
422,0,0,1,116
423,0,0,1,260
424,0,1,1,12
425,0,28,1,21
426,0,279,0,2
427,0,1032,1,486
428,0,192,0,2
429,7,105,0,1
430,0,0,1,1
431,10,1330,0,1
432,0,520,1,457
433,0,0,1,47
434,0,230,0,10
435,0,44,0,71
436,0,271,0,12
437,0,179,0,6
438,0,852,0,6
439,0,222,0,5
440,0,314,0,7
441,0,0,1,139
442,0,230,0,1
443,0,0,1,200
444,0,0,1,140
445,0,857,0,1
446,0,234,0,9
447,0,1032,1,511
448,0,28,1,68
449,0,0,1,132
450,0,215,0,9
451,0,46,0,215
452,0,105,0,1
453,0,0,1,115
454,0,0,1,35
455,0,0,1,275
456,0,305,0,4
457,0,0,1,76
458,0,336,0,12
459,0,0,1,202
460,0,0,1,252
461,5784,147,0,1
462,0,335,0,3
463,0,0,1,74
464,0,339,0,1
465,0,317,0,4
466,0,0,1,116
467,0,54540,1,2
468,0,0,1,197
469,0,42,0,80
470,0,986,0,1
471,0,0,1,198
472,0,183,0,4
473,0,0,1,102
474,0,405,0,1
475,0,0,1,223
476,0,785,0,1
477,0,258,0,1
478,0,0,1,138
479,0,8,1,1
480,0,318,0,5
481,0,0,1,154
482,0,0,1,204
483,0,0,1,262
484,0,216,0,8
485,1,0,1,25
486,0,291,0,3
487,0,224,0,21
488,0,0,1,459
489,0,0,1,253
490,542,17,0,1
491,0,0,1,142
492,0,29,0,1
493,0,105,0,1
494,0,30,0,12
495,0,325,0,5
496,0,0,1,139
497,0,0,0,1
498,0,12,0,1
499,0,212,0,9
500,0,240,0,12
501,0,292,0,5
502,0,172,0,1
503,0,0,1,196
504,0,310,0,3
505,0,44,0,4
506,0,145,0,3
507,1,1238,1,1
508,0,8,1,1
509,0,45,0,167
510,0,0,1,2
511,2,1551,0,1
512,4,1308,0,1
513,0,356,0,3
514,0,364,0,13
515,0,331,0,10
516,0,30,0,2
517,0,0,1,262
518,0,0,1,103
519,0,247,0,14
520,0,300,0,43
521,0,0,1,221
522,0,355,0,5
523,0,0,1,33
524,0,316,0,3
525,0,44,0,224
526,30,1458,0,1
527,0,0,1,221
528,10455,146,0,4
529,0,0,1,1
530,0,0,1,284
531,0,1,1,2
532,0,0,1,150
533,0,0,1,255
534,10326,146,0,5
535,0,0,1,26
536,0,13794,0,2
537,0,0,1,74
538,0,911,0,2
539,0,0,1,7
540,0,280,0,2
541,0,0,1,235
542,0,0,1,131
543,0,41,0,100
544,0,10,0,1
545,0,311,0,11
546,0,281,0,2
547,0,297,0,8
548,0,0,1,124
549,0,43,0,263
550,0,0,1,34
551,0,334,1,1
552,0,8,1,1
553,0,215,0,16
554,0,0,1,16
555,0,0,0,1
556,0,516,0,151
557,0,0,1,1
558,0,0,1,115
559,0,0,1,130
560,0,0,1,236
561,28,44,0,3
562,0,0,1,280
563,0,676,0,1
564,0,334,0,7
565,0,0,1,268
566,0,0,1,84
567,0,204,0,24
568,0,520,1,139
569,0,0,1,211
570,0,192,0,9
571,0,18,1,1
572,0,0,1,100
573,0,0,1,101
574,0,0,1,265
575,0,256,0,1
576,0,64,0,1
577,0,46,0,210
578,0,0,1,54
579,0,220,0,16
580,0,41,0,43
581,0,248,0,23
582,0,1250,1,1
583,0,0,1,248
584,0,44,0,127
585,202,209,0,1
586,0,5891,0,13
587,0,8,1,1
588,0,276,0,2
589,0,231,0,13
590,0,0,1,251
591,0,312,0,11
592,41285,1,1,2
593,0,0,1,222
594,0,29,0,2
595,0,13239,0,4
596,0,0,1,228
597,0,8,0,1
598,0,0,1,129
599,0,44,0,255
600,0,0,1,118
601,0,0,1,84
602,0,324,0,2
603,0,0,1,115
604,0,18,1,1
605,0,355,0,16
606,13488,1,1,2
607,0,0,1,111
608,0,54540,1,4
609,0,205,0,11
610,0,0,1,241
611,0,325,0,7
612,0,0,1,242
613,0,232,0,1
614,4,886,0,1
615,0,319,0,9
616,0,0,1,101
617,0,0,1,1
618,0,147,0,12
619,1,1451,0,1
620,0,54540,1,3
621,0,235,0,1
622,25,0,1,1
623,0,0,1,320
624,0,299,0,17
625,0,0,1,114
626,0,0,1,136
627,0,0,1,272
628,0,0,1,209
629,0,237,0,66
630,0,0,1,110
631,3047,146,0,1
632,0,0,1,2
633,1327,146,0,3
634,0,202,0,16
635,0,0,1,268
636,0,383,0,3
637,0,345,0,4
638,0,278,0,7
639,0,0,1,292
640,0,196,0,5
641,0,0,1,2
642,0,277,0,17
643,0,203,0,19
644,0,0,1,1
645,860,147,0,1
646,0,0,1,297
647,0,0,1,150
648,0,0,1,198
649,0,0,1,63
650,0,367,0,4
651,0,0,1,199
652,0,257,0,1
653,0,8,1,1
654,0,44,0,106
655,0,128,0,68
656,0,254,0,20
657,0,225,0,6
658,0,775,0,1
659,475,314,0,11
660,0,0,1,299
661,8,525,0,1
662,0,0,1,509
663,0,1,1,30
664,0,213,0,3
665,0,190,0,4
666,0,0,1,234
667,0,28,1,88
668,0,0,1,244
669,27,1067,0,1
670,0,126,0,254
671,0,333,0,4
672,0,0,1,237
673,0,4491,0,1
674,0,0,1,287
675,0,54540,1,4
676,0,239,0,19
677,0,0,0,1
678,2,1258,0,1
679,0,0,1,11
680,0,0,1,73
681,0,0,0,1
682,0,42,0,104
683,0,224,0,6
684,0,231,0,1
685,5065,147,0,1
686,0,44,0,256
687,0,183,0,2
688,0,0,1,240
689,0,0,1,149
690,0,125,1,1
691,0,13,0,1
692,0,233,0,14
693,0,30,0,2
694,0,0,1,92
695,0,278,0,1
696,0,0,1,2
697,0,0,1,191
698,0,237,0,1
699,0,301,0,8
700,0,246,0,5
701,0,230,0,6
702,0,46,0,230
703,1985,147,0,1
704,0,0,1,12
705,0,641,0,2
706,0,28,1,99
707,0,0,1,150
708,0,82,0,1
709,0,0,1,226
710,0,0,1,81
711,0,0,1,122
712,0,46,0,54
713,0,0,1,237
714,0,0,1,219
715,0,376,0,1
716,0,0,1,148
717,5,105,0,2
718,0,334,1,1
719,0,0,1,276
720,0,30,0,4
721,0,1053,0,1
722,0,46,0,66
723,0,45,0,148
724,1,1539,0,1
725,0,0,1,166
726,0,0,1,197
727,0,358,0,1
728,0,44,0,71
729,0,282,0,2
730,0,323,0,4
731,0,105,0,1
732,0,218,0,11
733,0,0,1,104
734,0,0,1,264
735,0,329,0,10
736,0,788,0,1
737,0,311,0,21
738,0,0,1,254
739,0,0,1,122
740,0,35,0,1
741,0,1032,1,511
742,0,0,1,101
743,0,0,1,232
744,0,59,0,16
745,0,0,1,131
746,0,226,0,23
747,0,203,0,9
748,8,2544,0,1
749,0,1032,1,511
750,0,327,0,4
751,0,0,1,126
752,0,0,1,263
753,0,0,0,1
754,0,0,1,127
755,0,0,1,194
756,0,54540,1,2
757,0,0,1,1
758,0,0,1,266
759,0,28,1,27
760,0,8,1,1
761,0,0,1,25
762,0,0,1,100
763,1,763,0,1
764,0,0,1,240
765,0,307,0,5
766,0,0,1,287
767,0,0,1,282
768,0,236,0,1
769,0,246,1,1
770,0,0,1,129
771,0,0,1,244
772,0,0,1,279
773,0,300,0,1
774,0,254,0,13
775,5753,147,0,1
776,0,0,1,134
777,17399,1,1,2
778,0,334,1,2
779,1,0,1,65
780,31,1221,0,1
781,0,0,1,269
782,0,8,1,1
783,0,299,0,2
784,0,1874,0,9
785,0,1301,0,1
786,21263,1,1,2
787,0,43,0,216
788,0,1032,1,322
789,0,0,1,31
790,0,330,0,4
791,0,0,1,271
792,0,302,0,26
793,0,0,1,140
794,0,0,1,180
795,0,0,1,278
796,0,0,1,45
797,0,0,1,6
798,0,284,0,2
799,0,0,1,279
800,0,12,0,1
801,0,238,0,13
802,1,1194,0,1
803,0,6601,0,21
804,0,12,0,1
805,2,1452,0,1
806,2,2194619,0,2
807,0,0,1,111
808,0,0,1,366
809,0,0,1,145
810,0,240,0,9
811,0,0,1,231
812,0,42,0,8
813,0,0,1,130
814,0,336,0,21
815,3,11436,0,1
816,0,0,1,23
817,0,195,0,2
818,0,516,0,191
819,0,286,0,10
820,0,0,1,214
821,0,215,0,6
822,0,196,0,35
823,5,722,0,1
824,0,0,1,2
825,0,0,1,244
826,0,214,0,2
827,0,0,1,257
828,0,232,0,12
829,0,224,0,2
830,0,8,1,1
831,0,192,0,2
832,0,294,0,23
833,0,0,1,78
834,0,213,0,7
835,0,0,1,234
836,8,105,0,2
837,0,0,1,116
838,0,303,0,1
839,0,0,1,106
840,0,44,0,74
841,4931,73,0,2
842,0,197,0,2
843,0,0,1,1
844,0,242,0,1
845,0,0,1,256
846,0,308,0,8
847,0,0,1,286
848,0,0,1,233
849,0,291,0,23
850,0,0,1,29
851,0,2697,0,1
852,0,1,1,17
853,0,0,1,108
854,0,0,1,102
855,0,200,0,10
856,0,0,1,229
857,0,0,1,239
858,0,8,0,1
859,0,1032,1,511
860,0,28,1,18
861,0,0,1,258
862,0,341,0,4
863,0,8,0,1
864,0,0,1,105
865,0,0,1,145
866,1,1483,0,1
867,0,46,0,19
868,0,2426,0,10
869,0,36,0,1
870,0,210,0,10
871,0,0,1,123
872,0,0,1,9
873,0,170,0,1
874,0,0,1,45
875,0,8,1,1
876,0,0,1,265
877,0,0,1,255
878,0,0,1,104
879,0,0,1,150
880,0,269,0,2
881,0,315,0,31
882,0,0,1,232
883,0,0,1,217
884,0,0,1,66
885,0,0,1,1
886,0,216,0,16
887,0,0,0,1
888,0,0,1,1
889,0,235,0,4
890,0,667,0,1
891,2,1160,0,1
892,0,8,1,1
893,2,1299,0,1
894,0,0,1,195
895,0,0,1,232
896,0,711,0,1
897,0,1032,1,65
898,0,8,1,1
899,2,0,1,1
900,0,0,1,120
901,0,0,1,204
902,0,42,0,8
903,4,0,1,63
904,0,147,0,1
905,0,0,0,1
906,0,0,1,262
907,0,222,0,3
908,0,0,1,146
909,0,198,0,20
910,0,0,1,2
911,0,520,1,261
912,0,0,1,242
913,0,0,1,213
914,0,0,1,50
915,0,8,1,1
916,0,0,1,170
917,0,0,1,252
918,0,0,1,126
919,0,217,0,34
920,0,0,1,269
921,0,8,1,1
922,0,252,0,5
923,0,200,0,6
924,0,0,1,61
925,0,243,0,13
926,0,0,1,281
927,0,0,0,1
928,0,0,1,240
929,0,0,1,260
930,0,0,1,275
931,0,0,1,116
932,0,0,1,164
933,0,209,0,3
934,0,215,0,1
935,0,0,1,194
936,0,31,0,1
937,0,338,0,13
938,0,249,0,1
939,0,232,0,8
940,0,260,0,8
941,0,0,1,121
942,0,0,1,220
943,0,2168,0,1
944,0,373,0,8
945,0,347,0,23
946,0,354,0,3
947,0,0,1,29
948,0,0,1,229
949,0,0,1,118
950,0,0,1,240
951,0,305,0,3
952,0,0,1,18
953,0,105,0,8
954,0,221,0,51
955,0,887,0,1
956,0,695,0,1
957,0,520,1,434
958,0,495,0,1
959,0,0,1,144
960,0,0,1,258
961,0,2760,0,1
962,0,45,0,154
963,1,756,0,1
964,0,0,1,511
965,0,218,0,11
966,0,0,1,111
967,0,0,1,228
968,0,0,1,282
969,0,7196,0,9
970,0,46,0,307
971,0,12,0,1
972,0,45,0,43
973,0,43,0,202
974,0,520,1,282
975,0,206,0,4
976,0,1032,1,250
977,9908,2634,0,1
978,357,334,0,1
979,0,4539,0,20
980,0,320,0,23
981,0,30,0,2
982,0,0,0,1
983,0,281,0,3
984,0,345,0,10
985,0,0,1,75
986,0,223,0,6
987,0,0,1,262
988,0,0,0,1
989,0,8,1,1
990,0,0,1,206
991,0,204,0,17
992,0,0,1,270
993,1051,1,1,2
994,0,0,1,239
995,0,0,1,229
996,799,676,0,3
997,0,209,0,2
998,0,0,1,113
999,0,0,1,279
1000,0,229,0,3
1001,0,0,1,233
1002,0,516,0,148
1003,0,344,0,9
1004,0,0,1,207
1005,0,0,1,112
1006,0,277,0,1
1007,0,325,0,4
1008,0,0,1,210
1009,1,1277,0,1
1010,0,0,1,255
1011,0,0,1,102
1012,0,219,0,8
1013,0,0,1,4
1014,0,0,1,175
1015,0,41,0,121
1016,0,0,1,118
1017,0,0,1,1
1018,0,326,0,3
1019,0,0,1,206
1020,0,1032,1,134
1021,0,0,1,432
1022,0,334,1,1
1023,0,8,1,1
1024,1,0,1,72
1025,0,0,1,144
1026,0,229,0,4
1027,0,205,0,9
1028,0,0,1,253
1029,0,319,0,9
1030,0,0,1,247
1031,0,304,0,1
1032,0,9,0,1
1033,0,0,1,282
1034,0,356,0,6
1035,0,0,1,89
1036,0,44,0,212
1037,0,0,1,144
1038,0,299,0,15
1039,35682,381709090,1,1
1040,0,6,1,8
1041,4,0,0,1
1042,0,0,1,258
1043,0,0,1,101
1044,0,366,0,7
1045,0,0,0,1
1046,0,0,1,284
1047,3,2194619,0,2
1048,15435,145,0,4
1049,2414,146,0,3
1050,0,0,1,104
1051,0,45,0,80
1052,0,0,1,67
1053,0,0,1,291
1054,0,236,0,18
1055,0,0,1,114
1056,0,0,1,116
1057,0,258,0,6
1058,10,0,1,1
1059,0,188,0,1
1060,0,0,1,9
1061,0,1195,1,1
1062,0,992,0,1
1063,0,0,1,235
1064,0,310,0,9
1065,6,2597,0,1
1066,0,0,1,179
1067,0,251,0,2
1068,0,0,1,272
1069,0,748,0,1
1070,0,158,0,1
1071,0,0,1,248
1072,0,0,1,9
1073,0,8,1,1
1074,0,0,1,126
1075,0,229,0,7
1076,0,8,1,1
1077,0,10044,0,12
1078,0,123,0,1
1079,0,0,1,150
1080,0,276,0,3
1081,0,0,1,1
1082,0,319,0,15
1083,0,280,0,9
1084,0,0,1,114
1085,0,42,0,7
1086,0,8,1,1
1087,0,2838,0,1
1088,0,463,0,19
1089,0,0,1,279
1090,0,0,1,239
1091,0,45,0,77
1092,0,8,1,1
1093,1,0,0,1
1094,0,0,1,277
1095,0,28,1,92
1096,0,0,1,511
1097,0,294,0,2
1098,8486,146,0,1
1099,0,31,0,3
1100,0,29,0,2
1101,0,0,1,123
1102,0,1131,0,1
1103,0,217,0,10
1104,0,1329,0,1
1105,0,44,0,213
1106,0,0,1,273
1107,0,8,1,1
1108,0,224,0,3
1109,0,290,0,9
1110,0,242,0,7
1111,0,197,0,2
1112,0,1032,1,511
1113,0,318,0,40
1114,0,0,1,171
1115,0,234,0,12
1116,0,1032,1,511
1117,1,1492,0,1
1118,0,0,1,26
1119,0,0,1,36
1120,0,0,0,2
1121,0,303,0,9
1122,0,262,0,10
1123,0,0,1,149
1124,0,334,1,2
1125,0,258,0,10
1126,0,215,1,1
1127,0,246,0,6
1128,0,312,0,3
1129,0,201,0,5
1130,0,222,0,19
1131,0,290,0,9
1132,0,11376,0,9
1133,0,0,1,167
1134,0,306,0,2
1135,0,308,0,16
1136,0,0,1,260
1137,0,0,1,237
1138,0,0,1,269
1139,0,199,0,8
1140,0,0,1,115
1141,0,8,1,1
1142,37815,1,1,2
1143,0,0,1,288
1144,0,564,1,1
1145,0,0,1,55
1146,0,280,0,1
1147,0,0,1,275
1148,0,186,0,1
1149,0,0,1,239
1150,0,0,1,285
1151,0,0,1,111
1152,0,0,1,239
1153,0,44,0,267
1154,0,197,0,21
1155,0,0,1,288
1156,0,0,1,150
1157,0,0,1,1
1158,0,8,1,1
1159,0,0,1,150
1160,0,28,1,43
1161,0,0,1,272
1162,0,0,0,1
1163,0,0,1,269
1164,0,0,1,86
1165,0,0,1,189
1166,0,8,1,1
1167,0,0,1,29
1168,0,14,0,2
1169,0,0,1,253
1170,0,8,1,1
1171,0,0,1,147
1172,0,1032,1,511
1173,0,181,0,2
1174,1,105,0,2
1175,0,1,1,26
1176,0,289,0,4
1177,0,45,0,48
1178,0,1032,1,435
1179,9114,1121,0,1
1180,0,235,0,59
1181,0,0,1,115
1182,0,299,0,6
1183,0,0,1,226
1184,0,0,1,107
1185,0,0,1,276
1186,0,520,1,441
1187,10,664,0,1
1188,3,1770,0,1
1189,0,42,0,210
1190,0,276,0,4
1191,0,0,1,281
1192,0,0,1,242
1193,0,299,0,4
1194,0,0,0,1
1195,0,296,0,16
1196,0,0,1,257
1197,0,224,0,14
1198,10,2376,0,1
1199,0,18,1,1
1200,0,210,0,7
1201,0,327,0,9
1202,0,0,1,230
1203,0,0,1,281
1204,0,0,1,120
1205,0,306,0,8
1206,1,1211,0,1
1207,0,44,0,189
1208,0,0,1,2
1209,0,43,0,151
1210,0,0,1,289
1211,0,229,0,1
1212,0,0,1,196
1213,0,307,0,8
1214,0,0,1,247
1215,0,228,0,14
1216,0,0,1,170
1217,0,0,1,141
1218,0,211,0,17
1219,59,259,0,23
1220,0,31,0,3
1221,0,0,1,71
1222,0,1,1,15
1223,0,538,0,3
1224,0,0,1,266
1225,0,520,1,446
1226,0,0,1,271
1227,0,748,0,1
1228,0,0,1,19
1229,0,0,1,1
1230,0,43,0,68
1231,0,283,0,2
1232,0,341,0,13
1233,0,8,1,1
1234,0,42,0,17
1235,0,0,1,28
1236,41802,1,1,2
1237,0,0,1,133
1238,0,10389,0,6
1239,0,0,1,217
1240,0,45,0,107
1241,0,74,0,2
1242,0,43,0,261
1243,2,1243,0,1
1244,0,318,0,4
1245,2,2194619,0,2
1246,0,0,1,197
1247,0,78,0,106
1248,0,43,0,24
1249,0,1637,0,1
1250,0,213,0,8
1251,0,0,1,110
1252,1,1232,0,1
1253,0,266,0,1
1254,0,285,0,1
1255,0,0,1,123
1256,0,286,0,2
1257,0,30,0,1
1258,0,0,1,112
1259,0,0,1,144
1260,0,0,1,209
1261,0,223,0,2
1262,0,200,0,18
1263,0,0,1,19
1264,0,0,1,37
1265,0,1480,1,11
1266,0,45,0,69
1267,0,0,1,181
1268,0,28,1,99
1269,0,204,0,38
1270,0,0,1,23
1271,0,297,0,24
1272,0,0,1,230
1273,0,0,1,114
1274,0,0,1,254
1275,0,300,0,4
1276,0,8,1,1
1277,0,0,0,1
1278,0,30,1,1
1279,0,0,1,135
1280,0,0,1,280
1281,0,8,1,1
1282,2,0,1,1
1283,0,105,0,2
1284,0,1,1,2
1285,0,244,0,10
1286,0,8,1,1
1287,0,0,1,123
1288,0,771,0,1
1289,0,105,0,8
1290,0,0,1,199
1291,0,254,0,6
1292,0,0,1,151
1293,0,330,0,7
1294,0,0,1,144
1295,0,0,0,1
1296,0,0,1,117
1297,4468,166,0,1
1298,0,322,0,6
1299,0,28,1,34
1300,0,30,0,2
1301,0,45,0,169
1302,0,0,1,256
1303,0,8,1,1
1304,0,0,1,257
1305,0,215,1,1
1306,0,298,0,8
1307,0,0,1,232
1308,0,252,0,1
1309,0,0,1,112
1310,0,0,1,181
1311,0,4539,0,15
1312,0,197,0,3
1313,0,0,1,280
1314,0,0,1,133
1315,0,259,0,1
1316,0,1193,0,1
1317,0,46,0,1
1318,1,1016,0,1
1319,0,0,1,347
1320,0,237,0,1
1321,0,0,1,276
1322,0,0,1,204
1323,0,0,1,46
1324,0,219,0,4
1325,0,0,1,260
1326,0,0,1,213
1327,0,8,1,1
1328,0,0,1,114
1329,0,45,0,160
1330,0,0,1,111
1331,0,0,1,98
1332,0,43,0,2
1333,0,0,1,89
1334,0,276,0,1
1335,0,147,0,1
1336,0,172,0,1
1337,0,42,0,204
1338,0,237,0,4
1339,0,200,0,6
1340,0,360,0,23
1341,0,347,0,13
1342,0,231,0,1
1343,0,224,0,4
1344,0,0,1,103
1345,0,0,1,104
1346,0,201,0,14
1347,0,43,0,266
1348,0,8,1,1
